Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Jack and Jill,nan,Dennis Dugan,"['Adam Sandler', 'Al Pacino', 'Katie Holmes', 'Elodie Tougne', 'Rohan Chand', 'Eugenio Derbez', 'David Spade', 'Nick Swardson', 'Tim Meadows', 'Allen Covert', 'Norm Macdonald', 'Geoff Pierson', 'Valerie Mahaffey', 'Gary Valentine', 'Dana Carvey', 'Regis Philbin', 'Gad Elmaleh', 'Dan Patrick', ""Shaquille O'Neal"", 'Drew Carey', 'John McEnroe', 'Christie Brinkley', 'Michael Irvin', 'Bill Romanowski', 'Jared Fogle', 'Billy Blanks', 'Vince Offer', 'Caitlyn Jenner', 'Jackie Seiden', 'Sadie Sandler', 'Sunny Sandler', 'Georgia Hatzis', 'Jonathan Loughran', 'Peter Dante', 'J.D. Donaruma', 'Tyler Spindel', 'Owen Benjamin', 'Chris Titone', 'John Farley', 'Dennis Dugan', 'Robert C. Lopez', 'Jalen Testerman', 'Simrin C. Player', 'Gerardo Hernandez Beltran', 'Kadyr Gutierrez', 'Virginia Louise Smith', 'Daniel Silverberg', 'Richard Kline', 'Donald Agnelli', 'Joseph Balderrama', 'Luis Fernandez-Gil', 'Ruben Rabasa', 'Nick Gillie', 'Andy Goldenberg', 'Marisa Field', 'George Gray', 'Manuela Arbeláez', 'Gwendolyn Osborne-Smith', 'Rachel Reynolds', 'Anna Mathias', 'Robert Harvey', 'Lawrence Tanter', 'Eric Lamonsoff', 'Schmeric Lamonsoff', 'Kara Pacitto', 'Rafael Feldman', 'Yan Feldman', 'David Sontag', 'Larry Sontag', 'Logan Raskin', 'Roger Raskin', 'Erica Jaye Green', 'Lina Green', 'Tiana Madry', 'Tiara Madry', 'January Welsh', 'Marissa Welsh', 'Gary Lane', 'Larry Lane', 'Dingani Beza', 'Zondwayo Beza', 'Jammer', 'Slammer', 'Patty Palmer', 'Diane Palmer', 'Alex Burkart', 'Nathan Burkart', 'Richard Harris', 'Ron Harris', 'Rachel Rife', 'Rebekah Rife', 'Elijah Gipson', 'Elleah Gipson', 'Katie Cockrell', 'Kellie Cockrell', 'Joel Harold', 'Joseph Harold', 'Alexis Stier', 'Megan Stier', 'Albert Pugliese', 'Gregory Pugliese', 'Jordan Tindall', 'Lance Tindall', 'Miles Tindall', 'Johnny Depp', 'Erica Abke', 'Claudia Adams', 'Nick Baga', 'Fileena Bahris', 'Derek Baker', 'Luke Broadlick', 'Erin Shae Bryan', 'Kobe Bryant', 'Peter Chudyba', 'Billy Concha', 'Sarah Davidson', 'Louis Fasanaro', 'Patrick H. Fox', 'Lacey Marisa Friedman', 'Gianna Gomez', 'Fouad Hajji', 'Betsy Hammer', 'Matthew P. Hanson', 'Fatimah Hassan', 'Vahid Jafroodi', 'Jaelyn Jones', 'Amina Julianna', 'Kristin Michelle Keating', 'Carmen Kirby', 'Diamond Nicole Landeen', 'Glen Mauro', 'Gary Mauro', 'Anna Mezentseva', 'Brett Nichols', 'David Osmond', 'Julian Perrin', 'Yvette Rachelle', 'Jazmine Ramay', 'Tia Robinson', 'Santiago Segura', 'Patrice Sepulveda', 'Zach Siegwarth', 'Ashley Speegle', 'Ivan Velez', 'Lloyd G. Vincent', 'Alexis Wilkins', 'Laramie Williams']",1.49,nan,"['Comedy', 'Family']",91,"['Spain', 'USA']",English,['English'],"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.","['Broken Road Productions', 'Columbia Pictures', 'Happy Madison Productions', 'Calle Cruzada']",265622,22183,16823,356,47301,30841,12156,17477,8090,12772,4371,5647,935,5929,145519,https://letterboxd.com/film/jack-and-jill/
Four Weddings and a Funeral,nan,Mike Newell,"['Hugh Grant', 'Andie MacDowell', 'Kristin Scott Thomas', 'Simon Callow', 'James Fleet', 'John Hannah', 'Charlotte Coleman', 'David Bower', 'Corin Redgrave', 'Rowan Atkinson', 'Anna Chancellor', 'Timothy Walker', 'Sara Crowe', 'Ronald Herdman', 'Elspet Gray', 'Philip Voss', 'Kenneth Griffith', 'Rupert Vansittart', 'Nicola Walker', 'Paul Stacey', 'Simon Kunz', 'Robin McCaffrey', 'Michael Mears', 'David Haig', 'Sophie Thompson', 'Donald Weedon', 'Robert Lang', 'Jeremy Kemp', 'Nigel Hastings', 'Emily Morgan', 'Amanda Mealing', 'Polly Kemp', 'Melissa Knatchbull', 'Rosalie Crutchley', 'Hannah Taylor-Gordon', 'Bernice Stegers', 'Ken Drury', 'Struan Rodger', 'Lucy Hornak', 'Randall Paul', 'Pat Starr', 'Tim Thomas', 'Neville Phillips', 'Susanna Hamnett', 'John Abbott', 'Richard Butler', 'Duncan Kenworthy', 'Mark Chapman', 'Philip Stone']",3.36,nan,"['Drama', 'Comedy', 'Romance']",117,"['UK', 'USA']",English,['English'],"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","['PolyGram Filmed Entertainment', 'Working Title Films', 'Channel Four Films']",351944,60031,64894,1400,875,2751,2877,12465,17640,52589,47657,47226,10409,14124,208613,https://letterboxd.com/film/four-weddings-and-a-funeral/
Before Sunrise,nan,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl', 'Karl Bruckschwaiger', 'Tex Rubinowitz', 'Erni Mangold', 'Dominik Castell', 'Haymon Maria Buttinger', 'Harold Waiglein', 'Bilge Jeschim', 'Kurti', 'Hans Weingartner', 'Liese Lyon', 'Peter Ily Huemer', 'Otto Reiter', 'Hubert Fabian Kulterer', ""Branko Andrić 'Andrla'"", 'Constanze Schweiger', 'John Sloss', 'Alexandra Seibel', 'Georg Schöllhammer', 'Christian Ankowitsch', 'Wilbirg Reiter', 'Barbara Klebel', 'Wolfgang Staribacher', 'Wolfgang Glüxam', 'Adam Goldberg', 'Richard Linklater', 'Paul Poet']",4.32,nan,"['Romance', 'Drama']",101,"['Austria', 'USA']",English,"['English', 'German', 'French']","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","['Castle Rock Entertainment', 'Detour Filmproduction', 'Filmhaus Films']",1334204,316162,578166,76000,2067,4669,2694,13210,13423,60401,79629,240782,162378,397566,976819,https://letterboxd.com/film/before-sunrise/
Wings,nan,William A. Wellman,"['Clara Bow', 'Charles ""Buddy"" Rogers', 'Richard Arlen', 'Jobyna Ralston', 'El Brendel', 'Richard Tucker', 'Gary Cooper', 'Gunboat Smith', 'Roscoe Karns', 'Julia Swayne Gordon', 'Henry B. Walthall', 'Arlette Marchal', 'Nigel De Brulier', 'Hedda Hopper', 'George Irving', 'William A. Wellman', 'Rod Rogers', 'Charles Barton', 'Thomas Carr', 'Thomas Carrigan', 'Margery Chapin', 'Andy Clark', 'Hal George', 'Dick Grace', 'Douglas Haig', 'William Hickey', 'Sgt. Jiggs', 'Jane Laurell', 'Robert Livingston', 'James Pierce', 'Evelyn Selbie', 'Frank Tomick', 'Carl von Haartman', 'Gloria Wellman', 'Percy Williams', 'Zalla Zarana']",3.75,nan,"['War', 'Drama', 'Action', 'Romance']",144,['USA'],No spoken language,['No spoken language'],"Two young men, one rich, one middle class, both in love with the same woman, become US Air Corps fighter pilots and, eventually, heroic flying aces during World War I. Devoted best friends, their mutual love of the girl eventually threatens their bond. Meanwhile, a hometown girl who's the lovestruck lifelong next door neighbor of one of them pines away.",['Paramount Famous Lasky Corporation'],25683,25128,6145,78,32,99,105,483,867,3204,4112,5644,1866,1554,17966,https://letterboxd.com/film/wings/
The General,nan,"Clyde Bruckman, Buster Keaton","['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Frank Barnes', 'Charles Henry Smith', 'Joe Keaton', 'Mike Donlin', 'Tom Nawn', 'Henry Baird', 'Joe Bricher', 'Jimmy Bryant', 'Sergeant Bukowski', 'C.C. Cruson', 'Jack Dempster', 'Keith Fennell', 'Budd Fine', 'Eddie Foster', 'Ronald Gilstrap', 'Frank Hagney', 'Ray Hanford', 'Jack Hanlon', 'Al Hanson', 'Anthony Harvey', 'Edward Hearn', 'Hilliard Karr', 'Elgin Lessley', 'Louis Lewyn', 'Jackie Lowe', 'Billy Lynn', 'Ross McCutcheon', 'Tom Moran', 'Charles Phillips', 'Red Rial', 'Al St. John', 'Harold Terry', 'Ray Thomas', 'Red Thompson', 'James Walsh', 'Kenneth Hawley Ward', 'John Wilson', 'Jean Woodward']",4.2,nan,"['Comedy', 'Action', 'Adventure', 'War']",79,['USA'],No spoken language,['No spoken language'],"During America’s Civil War, Union spies steal engineer Johnny Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.","['Joseph M. Schenck Productions', 'Buster Keaton Productions']",138036,65152,39282,510,120,280,271,1192,1845,7709,12180,29079,15580,20066,88322,https://letterboxd.com/film/the-general/
Sunrise: A Song of Two Humans,nan,F. W. Murnau,"[""George O'Brien"", 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing', 'J. Farrell MacDonald', 'Ralph Sipperly', 'Jane Winton', 'Arthur Housman', 'Eddie Boland', 'Herman Bing', 'Sidney Bracey', 'Gino Corrado', 'Vondell Darr', 'Sally Eilers', 'Gibson Gowland', 'Thomas Jefferson', 'Bob Kortman', 'F. W. Murnau', 'Barry Norton', 'Robert Parrish', 'Sally Phipps', 'Harry Semels', 'Phillips Smalley', 'Leo White', 'Clarence Wilson']",4.19,nan,"['Drama', 'Romance']",94,['USA'],No spoken language,['No spoken language'],"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",['Fox Film Corporation'],92014,63196,28539,986,147,305,326,1201,1710,5719,7897,16437,11166,16455,61363,https://letterboxd.com/film/sunrise-a-song-of-two-humans/
The Crowd,nan,King Vidor,"['Eleanor Boardman', 'James Murray', 'Bert Roach', 'Estelle Clark', 'Daniel G. Tomlinson', 'Dell Henderson', 'Lucy Beaumont', 'Freddie Burke Frederick', 'Alice Mildred Puter', 'John D. Bloss', 'Roy Bloss', 'Sidney Bracey', 'Johnny Downs', 'Sally Eilers', 'Joseph W. Girard', 'Pat Harmon', 'Chris-Pin Martin', 'Warner Richmond', 'Virginia Sale', 'Larry Steers']",4.09,nan,"['Romance', 'Drama']",98,['USA'],No spoken language,['No spoken language'],"John, an ambitious but undisciplined New York City office worker, meets and marries Mary. They start a family, struggle to cope with marital stress, financial setbacks, and tragedy, all while lost amid the anonymous, pitiless throngs of the big city.",['Metro-Goldwyn-Mayer'],17267,19748,4938,93,14,32,33,185,256,1041,1602,3490,2109,2366,11128,https://letterboxd.com/film/the-crowd/
The Wind,nan,Victor Sjöström,"['Lillian Gish', 'Lars Hanson', 'Montagu Love', 'Dorothy Cumming', 'Edward Earle', 'William Orlamond', 'Carmencita Johnson', 'Leon Janney', 'Billy Kent Schaefer', 'Sam Appel', 'Si Jenks', 'Cullen Johnson', 'Seessel Anne Johnson', 'Gus Leonard', 'Margaret Mann']",4.05,nan,"['Thriller', 'Western', 'Romance', 'Drama']",76,['USA'],No spoken language,['No spoken language'],"When Letty Mason relocates to West Texas, she finds herself unsettled by the ever-present wind and sand. Arriving at her new home at the ranch of her cousin, Beverly, she receives a surprisingly cold welcome from his wife, Cora. Soon tensions in the family and unwanted attention from a trio of suitors leave Letty increasingly disturbed.",['Metro-Goldwyn-Mayer'],13353,12154,3890,71,15,44,39,136,245,842,1401,2818,1665,1553,8758,https://letterboxd.com/film/the-wind/
Blind Chance,nan,Krzysztof Kieślowski,"['Bogusław Linda', 'Tadeusz Łomnicki', 'Zbigniew Zapasiewicz', 'Bogusława Pawelec', 'Marzena Trybała', 'Jacek Borkowski', 'Jacek Sas-Uhrynowski', 'Adam Ferency', 'Monika Goździk', 'Zygmunt Hübner', 'Jerzy Stuhr', 'Kazimiera Nogajówna', 'Stefania Iwińska', 'Bogdan Niewinowski', 'Piotr Skarga', 'Piotr Loretz', 'Jacek Kaczmarski', 'Sylwester Maciejewski', 'Kazimierz Jaworski', 'Mirosław Siedler', 'Irena Byrska', 'Irena Burawska', 'Halina Dunajska', 'Janusz Dziubiński', 'Bohdan Ejmont', 'Jerzy Jończyk', 'Krzysztof Kalczyński', 'Marek Kalita', 'Jerzy Krasuń', 'Bogdan Lęcznar', 'Borys Marynowski', 'Aleksander Mikołajczak', 'Halina Jończyk', 'Jerzy Moes', 'Janusz Mond', 'Jolanta Nowinska', 'Ludwik Pak', 'Edward Rauch', 'Włodzimierz Twardowski', 'Krzysztof Zaleski']",3.97,nan,['Drama'],117,['Poland'],Polish,['Polish'],Witek runs after a train. Three variations follow on how such a seemingly banal incident could influence the rest of Witek's life.,['Studio Filmowe Tor'],25749,13327,7265,282,26,69,69,291,425,1899,3575,6540,2867,2126,17887,https://letterboxd.com/film/blind-chance/
Another Year,nan,Mike Leigh,"['Lesley Manville', 'Ruth Sheen', 'Jim Broadbent', 'Oliver Maltman', 'David Bradley', 'Peter Wight', 'Karina Fernandez', 'Michele Austin', 'Phil Davis', 'Martin Savage', 'Imelda Staunton', 'Stuart McQuarrie', 'Eileen Davies', 'Mary Jo Randle', 'Ben Roberts', 'Ralph Ineson', 'Edna Doré', 'Badi Uzzaman', 'Meneka Das', 'Gary Powell', 'Lisa McDonald', 'David Hobbs']",4.01,nan,"['Comedy', 'Drama']",129,"['UK', 'USA']",English,['English'],"During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.","['UK Film Council', 'Film4 Productions', 'Thin Man Films', 'Focus Features']",28599,12538,7446,172,30,79,84,336,476,1952,3453,7087,3312,2488,19297,https://letterboxd.com/film/another-year/
Upstream Color,nan,Shane Carruth,"['Amy Seimetz', 'Shane Carruth', 'Andrew Sensenig', 'Thiago Martins', 'Carolyn King', 'Mollie Milligan', 'Myles McGee', 'Ashton Miramontes', 'Andreon Watson', 'Frank Mosley', 'John Walpole', 'Kerry McCormick', 'Marco Antonio Rodriguez', 'Brina Palencia', 'Jack Watkins', 'Karen Jagger', 'Joy Leigh']",3.61,nan,"['Drama', 'Science Fiction']",96,['USA'],English,['English'],"A man and woman are drawn together, entangled in the lifecycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",['erbp'],80187,27855,19317,678,644,1201,1100,3016,3310,7719,9287,13470,6002,5513,51262,https://letterboxd.com/film/upstream-color/
The Skeleton Twins,nan,Craig Johnson,"['Bill Hader', 'Kristen Wiig', 'Luke Wilson', 'Ty Burrell', 'Boyd Holbrook', 'Joanna Gleason', 'Kathleen Rose Perkins', 'Adriane Lenox', 'Sydney Lucas', 'Eddie Schweighardt', 'Paul Castro Jr.', 'Benjamin McGowan', 'Jennifer Smith', 'Genevieve Adams', 'Truck Hudson', 'Cliff Moylan', 'Ian Hyland', 'David Garelik', 'Jennifer Lafleur', 'Noah Segura']",3.51,nan,['Drama'],92,['USA'],English,['English'],"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.","['Venture Forth', 'Duplass Brothers Productions']",107662,20515,25121,642,154,509,699,2960,4635,15245,16580,16965,4001,4666,66414,https://letterboxd.com/film/the-skeleton-twins/
Liar Liar,nan,Tom Shadyac,"['Jim Carrey', 'Maura Tierney', 'Justin Cooper', 'Cary Elwes', 'Anne Haney', 'Jennifer Tilly', 'Amanda Donohoe', 'Jason Bernard', 'Swoosie Kurtz', 'Mitchell Ryan', 'Christopher Mayer', 'Eric Pierpoint', 'Randall ""Tex"" Cobb', 'Cheri Oteri', 'SW Fisher', 'Ben Lemon', 'Jarrad Paul', 'Marianne Muellerleile', 'Krista Allen', 'Stephen James Carver', 'Don Keefer', 'Paul Roache', 'Randy Oglesby', 'Charlie Dell', 'Jim Jansen', 'Terry Rhoads', 'Michael Leopard', 'Charles Walker', 'Ed Trotta', 'Ernest Perry Jr.', ""Skip O'Brien"", 'Tony Carreiro', 'Amanda Carlin', 'Matthew Michael Goodall', 'Samantha Heyman', 'Anthony Lee', 'Eric Sharp', 'Christine Avila', 'Hope Allen', 'Carrie Armstrong', 'Craig Barnett', 'Brandi Burkett', 'Charles Emmett', 'Steven M. Gagnon', 'Moon Jones', 'Rick Hill', 'Mike Grief', 'Matthew Arkin', 'Kelly Aluise', 'Richard Jones', 'Dennis Napolitano', 'Michael Adler', 'Joe Barnaba', 'Benjamin Brown', 'Mark Chaet', 'Catherine Evans', 'Colleen Fitzpatrick', 'David Fresco', 'Sue Goodman', 'Michael Kostroff', 'Howard S. Miller', 'Edward Amuwa', 'Ashley Monique Clark', 'Derrick Friedman', 'David Kikuta', 'Oliver Kindred', 'Patrick McTavish', 'Sara Paxton', 'Ashley Rumph', 'Jacob Stein', 'Mercedes Kastner']",3.3,nan,['Comedy'],86,['USA'],English,['English'],"Forced by his son's birthday wish, fast-talking attorney and habitual liar Fletcher Reede must tell the truth for the next 24 hours.","['Universal Pictures', 'Imagine Entertainment']",596342,40688,93899,558,1048,3624,4213,19570,29497,95416,72657,59276,10550,17084,312935,https://letterboxd.com/film/liar-liar/
National Lampoon's Christmas Vacation,nan,Jeremiah S. Chechik,"['Chevy Chase', ""Beverly D'Angelo"", 'Juliette Lewis', 'Johnny Galecki', 'John Randolph', 'Diane Ladd', 'E.G. Marshall', 'Doris Roberts', 'Randy Quaid', 'Miriam Flynn', 'Cody Burger', 'Ellen Hamilton Latzen', 'William Hickey', 'Mae Questel', 'Sam McMurray', 'Nicholas Guest', 'Julia Louis-Dreyfus', 'Nicolette Scorsese', 'Keith MacKechnie', 'Brian Doyle-Murray', 'Natalija Nogulich', 'Tony Epper', 'Billy Hank Hooker', 'Alexander Folk', 'Jeremy Roberts', 'Woody Weaver', 'Michael Kaufman', 'Doug Llewelyn', 'Devin Bailey', 'Frank Foti Jr.', 'Traci Kochendorfer']",3.5,3.0,['Comedy'],97,['USA'],English,['English'],"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.","['Hughes Entertainment', 'Warner Bros. Pictures']",470402,80723,118946,1200,1665,3609,3448,12980,16119,50153,53424,76082,24178,45947,287605,https://letterboxd.com/film/national-lampoons-christmas-vacation/
Citizen Kane,nan,Orson Welles,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Ray Collins', 'George Coulouris', 'Agnes Moorehead', 'Paul Stewart', 'Ruth Warrick', 'Erskine Sanford', 'William Alland', 'Everett Sloane', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan', 'Gregg Toland', 'Don Ackerman', 'Gino Corrado', 'Maurice Costello', 'Demetrius Alexis', 'Gene Coogan', 'Art Dupuis', 'Rudy Germane', 'Mike Lally', 'Walter Lawrence', 'John Northpole', 'Victor Romito', 'Bob Terry', 'William Alston', 'Jack Gargan', 'Bert Moorhouse', 'Carmen Laroux', 'Sam Ash', 'Buddy Messinger', 'Terrance Ray', 'Sally Corner', 'Walter Bacon', 'Herbert Corthell', 'Harry A. Bailey', 'Danny Borzage', 'J.J. Clark', 'Tom Coleman', 'Carl Deloro', 'Jack Egan', 'Robert Haines', 'Ludwig Lowry', 'John McCormack', 'Hercules Mendez', ""Paddy O'Flynn"", 'Sam Rice', 'Don Roberts', 'Larry Wheat', 'Larry Williams', 'Joan Blair', 'Morgan Brown', 'Harry Burkhardt', 'Edmund Cobb', 'Eddie Coke', 'Louis Natheaux', ""Arthur O'Connell"", 'Guy Repp', 'Tom Steele', 'Richard Wilson', 'Louise Currie', 'Walter Sande', 'Jan Wiley', 'Milton Kibbee', 'Buck Mack', 'Alan Ladd', 'Thomas A. Curran', 'Jack Curtis', 'George Noisom', 'Gerald Pierce', 'Dona Dax', 'George DeNormand', 'Bud Geary', 'Bert LeBaron', 'Clyde McAtee', 'Cyril Ring', 'Roland Winters', 'Lew Harvey', 'Herman J. Mankiewicz', 'Eddie Dew', 'Perc Launders', 'John Dilson', 'Walter James', 'Robert Dudley', 'Suzanne Dulier', 'Al Eben', 'Johnny Eckert', 'Carl Ekberg', 'Edith Evanson', 'Carl Faulkner', 'Juanita Fields', 'Edna Mae Jones', 'Leda Nicova', 'Jolane Reynolds', 'Suzanne Ridgway', 'Olin Francis', 'Louise Franklin', 'Renee Godfrey', 'Peter Gowland', 'Jimmy Grant', 'Jesse Graves', 'Ernest Grooney', 'Jack Gwynne', 'Teddy Mangean', 'Henry Hebert', ""Bryan 'Slim' Hightower"", 'Mitchell Ingraham', 'Philip Morris', 'Francis Sayles', 'George W. Jimenez', 'Ellen Lowe', 'James T. Mack', 'Mickey Martin', 'Bruce Sidney', 'Major McBride', 'Frank McLure', 'Charles Meakin', 'Edward Peil Jr.', 'Irving Mitchell', 'Frances E. Neal', 'Lillian Nicholson', 'Joseph North', ""William H. O'Brien"", 'Field Norton', 'Dick Scott', ""Frank O'Connor"", 'Russ Powell', 'Bert Stevens', 'Thomas Pogue', ""Lillian O'Malley"", 'Jack Raymond', 'Gohr Van Vleck', 'Myrtle Rishell', 'Benny Rubin', 'Shimen Ruskin', 'George Sherwood', 'Edward Ryan', 'Landers Stevens', 'Harry J. Vejar', 'Tudor Williams', 'Arthur Yeoman', 'Tim Davis', 'Charles Bennett', 'Arthur Kay', 'John Alban', 'Finn Zirzow', 'Sam Harris', 'Dorothy Cleveland']",4.2,nan,"['Drama', 'Mystery']",119,['USA'],English,['English'],"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","['Mercury Productions', 'RKO Radio Pictures']",809267,203178,221034,5900,2652,4930,2546,12528,10930,45283,50134,134248,84956,155693,503900,https://letterboxd.com/film/citizen-kane/
The Emperor's New Groove,nan,Mark Dindal,"['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton', 'Wendie Malick', 'Kellyann Kelso', 'Eli Russell Linnetz', 'Stephen J. Anderson', 'Bob Bergen', 'Rodger Bumpass', 'Robert Clotworthy', 'Jennifer Darling', 'Patti Deutsch', 'John Fiedler', 'Miriam Flynn', 'Geri Lee Gorowski', 'Sherry Lynn', 'Danny Mann', 'Mickie McGowan', 'D.F. Reynolds', 'Andre Stojka', 'Steve Susskind', 'Joe Whyte', 'Jack Angel', 'Mark Dindal', 'Bill Farmer', 'Carole Jeghers', 'Tom Jones', 'Patrick Pinney', 'Jess Harnell', 'Phil Proctor']",3.91,3.0,"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']",78,['USA'],English,['English'],"When self-centered Emperor Kuzco is turned into a llama by his scheming advisor, he is forced to rely on good-hearted peasant Pacha to get back home.","['Walt Disney Pictures', 'Walt Disney Feature Animation']",1421925,116586,346735,5500,1021,3447,2838,17491,21126,100492,112896,212608,65290,153304,690513,https://letterboxd.com/film/the-emperors-new-groove/
